id;database;id_comm;id_study;id_study_ori;citation;study;site;plot;id_comm_source;exact_lat;exact_long;age;age_ori;study_year;temp_persp_class2;stage;study_common_taxon;organism_threshold;metric;metric_source;aggregated_data;sampling_method;sampling_effort_within;sampling_effort_among;n_comm;n_comm_available;effort_ori;historic_impact;predisturbances;disturbance1_age;disturbance2;n_disturbances;current_impact;notes;priority;study_common_taxon_clean;study_common_taxon_strgroup;disturbance1_age_clean;disturbance2_clean;predisturbances_clean;current_impact_clean;postdisturbance;restoration;protection;use;recovering_cond;coord_accuracy;taxon_level;richness_study;richness;abund;shannon;PD;SR;error_class;realm;biome;ecoregion;country;region;continent;annualp;pseason;mairtemp;gslength;npp;nit_gkg;soc_gkg;ph;bd_gcm3;biome2
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p33_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p33_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p33;NA;p33;51.111756;3.244426;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;9;100;1.2159205319575264;834.38771;9;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.9;10.550000000000011;365;1245.2;2.67;31.6;5.7;13.1;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p34_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p34_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p34;NA;p34;51.111683;3.245011;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;10;100;2.133469615666166;763.083031;9;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.9;10.550000000000011;365;1245.2;2.67;31.6;5.7;13.1;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p35_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p35_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p35;NA;p35;51.111531;3.244725;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;9;100;2.0604979701448314;710.653155;8;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.9;10.550000000000011;365;1245.2;2.67;31.6;5.7;13.1;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p36_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p36_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p36;NA;p36;51.111205;3.24568;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;13;59.13;2.136882280312001;784.891812;11;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.9;10.550000000000011;365;1245.2;2.67;31.6;5.7;13.1;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p37_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p37_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p37;NA;p37;51.11108;3.245322;1;1;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;productive grassland;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;animal farming;protection;NA;NA;none;0;1;none;protection;community;species;91;15;55.63;2.291103518301485;1018.059253;14;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.9000000000001;13.9;10.550000000000011;365;1245.2;2.67;31.6;5.7;13.1;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p38_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p38_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p38;NA;p38;51.11932;3.248138;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;16;94;2.5586812142453206;1051.556426;13;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p39_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p39;NA;p39;51.11913;3.248423;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;11;91.91;0.7180410450156398;788.431386;10;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p4_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p4;NA;p4;51.12396;3.2258;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;10;91.33;1.447384929537423;696.54502;9;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;837.5;14;10.550000000000011;365;1244.7;2.8;30.9;5.7;13;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p40_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p40;NA;p40;51.118941;3.248622;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;6;90.88;0.6780600675026115;554.027153;6;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p41_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p41;NA;p41;51.118752;3.248849;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;95.69;2.344527474775812;1064.134065;13;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p42_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p42;NA;p42;51.119436;3.248467;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;99.07;1.9042676878872833;835.607748;12;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p43_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p43;NA;p43;51.119247;3.248666;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;16;18.75;2.6122758175360845;885.424665;13;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p44_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p44;NA;p44;51.119057;3.248894;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;13;28.66;2.3558972659897233;747.903653;12;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p45_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p45;NA;p45;51.118868;3.249179;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;8;90.52;0.9173404921995496;576.36734;8;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p46_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p46;NA;p46;51.119597;3.248782;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;14;60.94;2.467851403915594;740.541462;12;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p47_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p47;NA;p47;51.119417;3.249039;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;15;31.25;2.856458456026651;828.995783;12;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
PR_Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR;Baeten et al. 2010_Baeten Belgium vegetation recovery_p48_NA;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;PR_Baeten et al. 2010_Baeten Belgium vegetation recovery;Baeten et al. 2010;Baeten Belgium vegetation recovery;p48;NA;p48;51.119272;3.249324;4;4;2006;exact;recovering;woody and herbaceous;presence;abundance;diameter stem base for woody and percent cover for herbaceous. Joint results are in percentaje cover;no;fixed plots/quadrats;1;NA;1;71;1;deforestation and reforestation phases. 4.4% remaining forest cover;NA;intensive maize crop;bought for passive restoration;1;NA;Plots are aggregated but we do not know how;NA;vascular plants;mix;cultivation;protection;NA;NA;none;0;1;none;protection;community;species;91;20;78.03;2.579343005669707;1096.607009;19;0.12087912087912088;Palearctic;Temperate Broadleaf and Mixed Forests;Atlantic Mixed Forests;Belgium;Europe;Eurasia;836.4000000000001;14;10.550000000000011;365;1243.5;2.78;44;5.7;12.7;temperate
